Time(s),Longitude(deg),Latitude(deg),Altitude(m),NorthVelocity(m/s),UpVelocity(m/s),EastVelocity(m/s),GForce,Pitch(deg),Roll(deg),Yaw(deg),AircraftType
0.240000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.250000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.260000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.270000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.280000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.290000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.300000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.310000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.320000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.330000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.340000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.350000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.360000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.370000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.380000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.390000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.400000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.410000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.420000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.430000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.440000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.450000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.460000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.470000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.480000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.490000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.500000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.510000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.520000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.530000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.540000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.550000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.560000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.570000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.580000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.590000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.600000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.610000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.620000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.630000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.640000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.650000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.660000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.670000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.680000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.690000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.700000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.710000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.720000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.730000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.740000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.750000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.760000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.770000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.780000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.790000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.800000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.810000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.820000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.830000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.840000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.850000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.860000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.870000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.880000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.890000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.900000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.910000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.920000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.930000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.940000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.950000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.960000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.970000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.980000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
0.990000,120.000000,30.000000,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
1.000000,120.000000,30.000031,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,F-22
1.010000,120.000000,30.000063,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,0.500000,0.000000,F-22
1.020000,120.000000,30.000094,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,F-22
1.030000,120.000000,30.000126,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,1.500000,0.000000,F-22
1.040000,120.000000,30.000157,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,2.000000,0.000000,F-22
1.050000,120.000000,30.000188,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,2.500000,0.000000,F-22
1.060000,120.000000,30.000220,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,3.000000,0.000000,F-22
1.070000,120.000000,30.000251,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,3.500000,0.000000,F-22
1.080000,120.000000,30.000283,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,4.000000,0.000000,F-22
1.090000,120.000000,30.000314,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,4.500000,0.000000,F-22
1.100000,120.000000,30.000345,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,5.000000,0.000000,F-22
1.110000,120.000000,30.000377,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,5.500000,0.000000,F-22
1.120000,120.000000,30.000408,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,6.000000,0.000000,F-22
1.130000,120.000000,30.000439,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,6.500000,0.000000,F-22
1.140000,120.000000,30.000471,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,7.000000,0.000000,F-22
1.150000,120.000000,30.000502,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,7.500000,0.000000,F-22
1.160000,120.000000,30.000534,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,8.000000,0.000000,F-22
1.170000,120.000000,30.000565,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,8.500000,0.000000,F-22
1.180000,120.000000,30.000596,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,9.000000,0.000000,F-22
1.190000,120.000000,30.000628,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,9.500000,0.000000,F-22
1.200000,120.000000,30.000659,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,10.000000,0.000000,F-22
1.210000,120.000000,30.000691,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,10.500000,0.000000,F-22
1.220000,120.000000,30.000722,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,11.000000,0.000000,F-22
1.230000,120.000000,30.000753,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,11.500000,0.000000,F-22
1.240000,120.000000,30.000785,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,12.000000,0.000000,F-22
1.250000,120.000000,30.000816,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,12.500000,0.000000,F-22
1.260000,120.000000,30.000848,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,13.000000,0.000000,F-22
1.270000,120.000000,30.000879,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,13.500000,0.000000,F-22
1.280000,120.000000,30.000910,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,14.000000,0.000000,F-22
1.290000,120.000000,30.000942,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,14.500000,0.000000,F-22
1.300000,120.000000,30.000973,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,15.000000,0.000000,F-22
1.310000,120.000000,30.001005,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,15.500000,0.000000,F-22
1.320000,120.000000,30.001036,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,16.000000,0.000000,F-22
1.330000,120.000000,30.001067,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,16.500000,0.000000,F-22
1.340000,120.000000,30.001099,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,17.000000,0.000000,F-22
1.350000,120.000000,30.001130,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,17.500000,0.000000,F-22
1.360000,120.000000,30.001161,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,18.000000,0.000000,F-22
1.370000,120.000000,30.001193,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,18.500000,0.000000,F-22
1.380000,120.000000,30.001224,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,19.000000,0.000000,F-22
1.390000,120.000000,30.001256,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,19.500000,0.000000,F-22
1.400000,120.000000,30.001287,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,20.000000,0.000000,F-22
1.410000,120.000000,30.001318,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,20.500000,0.000000,F-22
1.420000,120.000000,30.001350,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,21.000000,0.000000,F-22
1.430000,120.000000,30.001381,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,21.500000,0.000000,F-22
1.440000,120.000000,30.001413,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,22.000000,0.000000,F-22
1.450000,120.000000,30.001444,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,22.500000,0.000000,F-22
1.460000,120.000000,30.001475,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,23.000000,0.000000,F-22
1.470000,120.000000,30.001507,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,23.500000,0.000000,F-22
1.480000,120.000000,30.001538,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,24.000000,0.000000,F-22
1.490000,120.000000,30.001570,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,24.500000,0.000000,F-22
1.500000,120.000000,30.001601,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,25.000000,0.000000,F-22
1.510000,120.000000,30.001632,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,25.500000,0.000000,F-22
1.520000,120.000000,30.001664,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,26.000000,0.000000,F-22
1.530000,120.000000,30.001695,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,26.500000,0.000000,F-22
1.540000,120.000000,30.001727,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,27.000000,0.000000,F-22
1.550000,120.000000,30.001758,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,27.500000,0.000000,F-22
1.560000,120.000000,30.001789,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,28.000000,0.000000,F-22
1.570000,120.000000,30.001821,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,28.500000,0.000000,F-22
1.580000,120.000000,30.001852,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,29.000000,0.000000,F-22
1.590000,120.000000,30.001884,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,29.500000,0.000000,F-22
1.600000,120.000000,30.001915,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,30.000000,0.000000,F-22
1.610000,120.000000,30.001946,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,30.500000,0.000000,F-22
1.620000,120.000000,30.001978,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,31.000000,0.000000,F-22
1.630000,120.000000,30.002009,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,31.500000,0.000000,F-22
1.640000,120.000000,30.002040,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,32.000000,0.000000,F-22
1.650000,120.000000,30.002072,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,32.500000,0.000000,F-22
1.660000,120.000000,30.002103,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,33.000000,0.000000,F-22
1.670000,120.000000,30.002135,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,33.500000,0.000000,F-22
1.680000,120.000000,30.002166,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,34.000000,0.000000,F-22
1.690000,120.000000,30.002197,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,34.500000,0.000000,F-22
1.700000,120.000000,30.002229,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,35.000000,0.000000,F-22
1.710000,120.000000,30.002260,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,35.500000,0.000000,F-22
1.720000,120.000000,30.002292,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,36.000000,0.000000,F-22
1.730000,120.000000,30.002323,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,36.500000,0.000000,F-22
1.740000,120.000000,30.002354,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,37.000000,0.000000,F-22
1.750000,120.000000,30.002386,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,37.500000,0.000000,F-22
1.760000,120.000000,30.002417,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,38.000000,0.000000,F-22
1.770000,120.000000,30.002449,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,38.500000,0.000000,F-22
1.780000,120.000000,30.002480,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,39.000000,0.000000,F-22
1.790000,120.000000,30.002511,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,39.500000,0.000000,F-22
1.800000,120.000000,30.002543,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,40.000000,0.000000,F-22
1.810000,120.000000,30.002574,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,40.500000,0.000000,F-22
1.820000,120.000000,30.002606,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,41.000000,0.000000,F-22
1.830000,120.000000,30.002637,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,41.500000,0.000000,F-22
1.840000,120.000000,30.002668,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,42.000000,0.000000,F-22
1.850000,120.000000,30.002700,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,42.500000,0.000000,F-22
1.860000,120.000000,30.002731,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,43.000000,0.000000,F-22
1.870000,120.000000,30.002762,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,43.500000,0.000000,F-22
1.880000,120.000000,30.002794,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,44.000000,0.000000,F-22
1.890000,120.000000,30.002825,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,44.500000,0.000000,F-22
1.900000,120.000000,30.002857,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,45.000000,0.000000,F-22
1.910000,120.000000,30.002888,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,45.500000,0.000000,F-22
1.920000,120.000000,30.002919,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,46.000000,0.000000,F-22
1.930000,120.000000,30.002951,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,46.500000,0.000000,F-22
1.940000,120.000000,30.002982,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,47.000000,0.000000,F-22
1.950000,120.000000,30.003014,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,47.500000,0.000000,F-22
1.960000,120.000000,30.003045,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,48.000000,0.000000,F-22
1.970000,120.000000,30.003076,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,48.500000,0.000000,F-22
1.980000,120.000000,30.003108,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,49.000000,0.000000,F-22
1.990000,120.000000,30.003139,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,49.500000,0.000000,F-22
2.000000,120.000000,30.003171,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,50.000000,0.000000,F-22
2.010000,120.000000,30.003202,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,50.500000,0.000000,F-22
2.020000,120.000000,30.003233,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,51.000000,0.000000,F-22
2.030000,120.000000,30.003265,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,51.500000,0.000000,F-22
2.040000,120.000000,30.003296,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,52.000000,0.000000,F-22
2.050000,120.000000,30.003328,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,52.500000,0.000000,F-22
2.060000,120.000000,30.003359,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,53.000000,0.000000,F-22
2.070000,120.000000,30.003390,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,53.500000,0.000000,F-22
2.080000,120.000000,30.003422,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,54.000000,0.000000,F-22
2.090000,120.000000,30.003453,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,54.500000,0.000000,F-22
2.100000,120.000000,30.003484,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,55.000000,0.000000,F-22
2.110000,120.000000,30.003516,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,55.500000,0.000000,F-22
2.120000,120.000000,30.003547,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,56.000000,0.000000,F-22
2.130000,120.000000,30.003579,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,56.500000,0.000000,F-22
2.140000,120.000000,30.003610,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,57.000000,0.000000,F-22
2.150000,120.000000,30.003641,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,57.500000,0.000000,F-22
2.160000,120.000000,30.003673,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,58.000000,0.000000,F-22
2.170000,120.000000,30.003704,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,58.500000,0.000000,F-22
2.180000,120.000000,30.003736,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,59.000000,0.000000,F-22
2.190000,120.000000,30.003767,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,59.500000,0.000000,F-22
2.200000,120.000000,30.003798,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,60.000000,0.000000,F-22
2.210000,120.000000,30.003830,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,60.500000,0.000000,F-22
2.220000,120.000000,30.003861,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,61.000000,0.000000,F-22
2.230000,120.000000,30.003893,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,61.500000,0.000000,F-22
2.240000,120.000000,30.003924,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,62.000000,0.000000,F-22
2.250000,120.000000,30.003955,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,62.500000,0.000000,F-22
2.260000,120.000000,30.003987,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,63.000000,0.000000,F-22
2.270000,120.000000,30.004018,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,63.500000,0.000000,F-22
2.280000,120.000000,30.004050,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,64.000000,0.000000,F-22
2.290000,120.000000,30.004081,10000.000000,350.000000,0.000000,0.000000,1.000000,0.000000,64.500000,0.000000,F-22
